,Time,INIT_ERAB_SR
664,2022/06/28 16:00,99.92
665,2022/06/28 17:00,99.92
666,2022/06/28 18:00,99.86
667,2022/06/28 19:00,99.86
668,2022/06/28 20:00,99.72
669,2022/06/28 21:00,99.78
670,2022/06/28 22:00,99.93
671,2022/06/28 23:00,99.92
672,2022/06/29 00:00,99.9
673,2022/06/29 01:00,99.94
674,2022/06/29 02:00,99.93
675,2022/06/29 03:00,99.95
676,2022/06/29 04:00,99.94
677,2022/06/29 05:00,99.93
678,2022/06/29 06:00,99.92
679,2022/06/29 07:00,99.93
680,2022/06/29 08:00,99.92
681,2022/06/29 09:00,99.91
682,2022/06/29 10:00,99.89
683,2022/06/29 11:00,99.93
684,2022/06/29 12:00,99.89
685,2022/06/29 13:00,99.89
686,2022/06/29 14:00,99.85
687,2022/06/29 15:00,99.9
688,2022/06/29 16:00,99.84
689,2022/06/29 17:00,99.84
690,2022/06/29 18:00,99.87
691,2022/06/29 19:00,99.91
692,2022/06/29 20:00,99.84
693,2022/06/29 21:00,99.46
694,2022/06/29 22:00,99.77
695,2022/06/29 23:00,99.75
696,2022/06/30 00:00,99.82
697,2022/06/30 01:00,99.66
698,2022/06/30 02:00,99.74
699,2022/06/30 03:00,99.75
700,2022/06/30 04:00,99.66
701,2022/06/30 05:00,99.73
702,2022/06/30 06:00,99.68
703,2022/06/30 07:00,99.9
704,2022/06/30 08:00,99.87
705,2022/06/30 09:00,99.91
706,2022/06/30 10:00,99.83
707,2022/06/30 11:00,99.91
708,2022/06/30 12:00,99.87
709,2022/06/30 13:00,99.91
710,2022/06/30 14:00,99.9
711,2022/06/30 15:00,99.91
712,2022/06/30 16:00,99.79
713,2022/06/30 17:00,99.87
714,2022/06/30 18:00,99.88
715,2022/06/30 19:00,99.86
716,2022/06/30 20:00,99.48
717,2022/06/30 21:00,99.56
718,2022/06/30 22:00,99.85
719,2022/06/30 23:00,99.75
720,2022/07/01 00:00,99.58
721,2022/07/01 01:00,99.59
722,2022/07/01 02:00,99.44
723,2022/07/01 03:00,99.17
724,2022/07/01 04:00,99.31
725,2022/07/01 05:00,99.49
726,2022/07/01 06:00,99.6
727,2022/07/01 07:00,99.87
728,2022/07/01 08:00,99.9
729,2022/07/01 09:00,99.91
730,2022/07/01 10:00,99.9
731,2022/07/01 11:00,99.91
732,2022/07/01 12:00,99.92
733,2022/07/01 13:00,99.91
734,2022/07/01 14:00,99.92
735,2022/07/01 15:00,99.92
736,2022/07/01 16:00,99.92
737,2022/07/01 17:00,99.92
738,2022/07/01 18:00,99.94
739,2022/07/01 19:00,99.94
740,2022/07/01 20:00,99.8
741,2022/07/01 21:00,99.9
742,2022/07/01 22:00,99.93
743,2022/07/01 23:00,99.75
744,2022/07/02 00:00,99.82
745,2022/07/02 01:00,99.94
746,2022/07/02 02:00,99.93
747,2022/07/02 03:00,99.95
748,2022/07/02 04:00,99.95
749,2022/07/02 05:00,99.95
750,2022/07/02 06:00,99.94
751,2022/07/02 07:00,99.92
752,2022/07/02 08:00,99.91
753,2022/07/02 09:00,99.73
754,2022/07/02 10:00,99.78
755,2022/07/02 11:00,99.47
756,2022/07/02 12:00,99.48
757,2022/07/02 13:00,99.52
758,2022/07/02 14:00,99.84
759,2022/07/02 15:00,99.87
760,2022/07/02 16:00,99.81
761,2022/07/02 17:00,99.77
762,2022/07/02 18:00,99.58
763,2022/07/02 19:00,99.74
764,2022/07/02 20:00,99.84
765,2022/07/02 21:00,99.8
766,2022/07/02 22:00,99.92
767,2022/07/02 23:00,99.87
768,2022/07/03 00:00,99.67
769,2022/07/03 01:00,99.49
770,2022/07/03 02:00,99.69
771,2022/07/03 03:00,99.53
772,2022/07/03 04:00,99.1
773,2022/07/03 05:00,99.28
774,2022/07/03 06:00,99.5
775,2022/07/03 07:00,99.87
776,2022/07/03 08:00,99.93
777,2022/07/03 09:00,99.88
778,2022/07/03 10:00,99.62
779,2022/07/03 11:00,99.67
780,2022/07/03 12:00,99.73
781,2022/07/03 13:00,99.79
782,2022/07/03 14:00,99.9
783,2022/07/03 15:00,99.84
784,2022/07/03 16:00,99.79
785,2022/07/03 17:00,99.73
786,2022/07/03 18:00,99.81
787,2022/07/03 19:00,99.82
788,2022/07/03 20:00,99.74
789,2022/07/03 21:00,99.83
790,2022/07/03 22:00,99.89
791,2022/07/03 23:00,99.84
792,2022/07/04 00:00,99.82
793,2022/07/04 01:00,99.93
794,2022/07/04 02:00,99.95
795,2022/07/04 03:00,99.95
796,2022/07/04 04:00,99.96
797,2022/07/04 05:00,99.94
798,2022/07/04 06:00,99.92
799,2022/07/04 07:00,99.93
800,2022/07/04 08:00,99.92
801,2022/07/04 09:00,99.89
802,2022/07/04 10:00,99.79
803,2022/07/04 11:00,99.54
804,2022/07/04 12:00,99.68
805,2022/07/04 13:00,99.53
806,2022/07/04 14:00,99.81
807,2022/07/04 15:00,99.92
808,2022/07/04 16:00,99.54
809,2022/07/04 17:00,99.71
810,2022/07/04 18:00,99.84
811,2022/07/04 19:00,99.81
812,2022/07/04 20:00,99.75
813,2022/07/04 21:00,99.88
814,2022/07/04 22:00,99.9
815,2022/07/04 23:00,99.65
816,2022/07/05 00:00,99.91
817,2022/07/05 01:00,99.96
818,2022/07/05 02:00,99.94
819,2022/07/05 03:00,99.95
820,2022/07/05 04:00,99.95
821,2022/07/05 05:00,99.95
822,2022/07/05 06:00,99.93
823,2022/07/05 07:00,99.91
824,2022/07/05 08:00,99.92
825,2022/07/05 09:00,99.85
826,2022/07/05 10:00,99.86
827,2022/07/05 11:00,99.91
828,2022/07/05 12:00,99.89
829,2022/07/05 13:00,99.84
830,2022/07/05 14:00,99.91
831,2022/07/05 15:00,99.9
832,2022/07/05 16:00,99.92
833,2022/07/05 17:00,99.9
834,2022/07/05 18:00,99.91
835,2022/07/05 19:00,99.93
836,2022/07/05 20:00,99.68
837,2022/07/05 21:00,99.81
838,2022/07/05 22:00,99.91
839,2022/07/05 23:00,99.85
840,2022/07/06 00:00,99.9
841,2022/07/06 01:00,99.94
842,2022/07/06 02:00,99.94
843,2022/07/06 03:00,99.95
844,2022/07/06 04:00,99.96
845,2022/07/06 05:00,99.95
846,2022/07/06 06:00,99.93
847,2022/07/06 07:00,99.92
848,2022/07/06 08:00,99.92
849,2022/07/06 09:00,99.91
850,2022/07/06 10:00,99.91
851,2022/07/06 11:00,99.87
852,2022/07/06 12:00,99.92
853,2022/07/06 13:00,99.86
854,2022/07/06 14:00,99.82
855,2022/07/06 15:00,99.57
856,2022/07/06 16:00,99.45
857,2022/07/06 17:00,99.81
858,2022/07/06 18:00,99.85
859,2022/07/06 19:00,99.87
860,2022/07/06 20:00,99.68
861,2022/07/06 21:00,99.85
862,2022/07/06 22:00,99.74
863,2022/07/06 23:00,99.55
864,2022/07/07 00:00,99.55
865,2022/07/07 01:00,99.64
866,2022/07/07 02:00,99.65
867,2022/07/07 03:00,99.65
868,2022/07/07 04:00,99.63
869,2022/07/07 05:00,99.68
870,2022/07/07 06:00,99.65
871,2022/07/07 07:00,99.83
872,2022/07/07 08:00,99.92
873,2022/07/07 09:00,99.92
874,2022/07/07 10:00,99.7
875,2022/07/07 11:00,99.84
876,2022/07/07 12:00,99.92
877,2022/07/07 13:00,99.92
878,2022/07/07 14:00,99.92
879,2022/07/07 15:00,99.9
880,2022/07/07 16:00,99.92
881,2022/07/07 17:00,99.91
882,2022/07/07 18:00,99.84
883,2022/07/07 19:00,99.89
884,2022/07/07 20:00,99.83
885,2022/07/07 21:00,99.9
886,2022/07/07 22:00,99.93
887,2022/07/07 23:00,99.91
888,2022/07/08 00:00,99.89
889,2022/07/08 01:00,99.95
890,2022/07/08 02:00,99.95
891,2022/07/08 03:00,99.93
892,2022/07/08 04:00,99.95
893,2022/07/08 05:00,99.94
894,2022/07/08 06:00,99.94
895,2022/07/08 07:00,99.92
896,2022/07/08 08:00,99.93
897,2022/07/08 09:00,99.92
898,2022/07/08 10:00,99.91
899,2022/07/08 11:00,99.92
900,2022/07/08 12:00,99.92
901,2022/07/08 13:00,99.88
902,2022/07/08 14:00,99.92
903,2022/07/08 15:00,99.91
904,2022/07/08 16:00,99.9
905,2022/07/08 17:00,99.92
906,2022/07/08 18:00,99.94
907,2022/07/08 19:00,99.93
908,2022/07/08 20:00,99.93
909,2022/07/08 21:00,99.93
910,2022/07/08 22:00,99.94
911,2022/07/08 23:00,99.87
912,2022/07/09 00:00,99.87
913,2022/07/09 01:00,99.93
914,2022/07/09 02:00,99.95
915,2022/07/09 03:00,99.91
916,2022/07/09 04:00,99.92
917,2022/07/09 05:00,99.93
918,2022/07/09 06:00,99.92
919,2022/07/09 07:00,99.79
920,2022/07/09 08:00,99.76
921,2022/07/09 09:00,99.9
922,2022/07/09 10:00,99.87
923,2022/07/09 11:00,99.72
924,2022/07/09 12:00,99.53
925,2022/07/09 13:00,99.66
926,2022/07/09 14:00,99.9
927,2022/07/09 15:00,99.91
928,2022/07/09 16:00,99.89
929,2022/07/09 17:00,99.76
930,2022/07/09 18:00,99.69
931,2022/07/09 19:00,99.37
932,2022/07/09 20:00,97.55
933,2022/07/09 21:00,95.18
934,2022/07/09 22:00,99.55
935,2022/07/09 23:00,99.9
936,2022/07/10 00:00,99.94
937,2022/07/10 01:00,99.92
938,2022/07/10 02:00,99.84
939,2022/07/10 03:00,99.95
940,2022/07/10 04:00,99.95
941,2022/07/10 05:00,99.87
942,2022/07/10 06:00,99.52
943,2022/07/10 07:00,99.69
944,2022/07/10 08:00,99.77
945,2022/07/10 09:00,99.83
946,2022/07/10 10:00,99.84
947,2022/07/10 11:00,99.36
948,2022/07/10 12:00,99.39
949,2022/07/10 13:00,99.63
950,2022/07/10 14:00,99.88
951,2022/07/10 15:00,99.73
952,2022/07/10 16:00,99.82
953,2022/07/10 17:00,99.51
954,2022/07/10 18:00,99.37
955,2022/07/10 19:00,99.24
956,2022/07/10 20:00,98.82
957,2022/07/10 21:00,99.72
958,2022/07/10 22:00,99.92
959,2022/07/10 23:00,99.93
960,2022/07/11 00:00,99.9
961,2022/07/11 01:00,99.88
962,2022/07/11 02:00,99.93
963,2022/07/11 03:00,99.93
964,2022/07/11 04:00,99.94
965,2022/07/11 05:00,99.88
966,2022/07/11 06:00,99.69
967,2022/07/11 07:00,99.87
968,2022/07/11 08:00,99.89
969,2022/07/11 09:00,99.9
970,2022/07/11 10:00,99.9
971,2022/07/11 11:00,99.89
972,2022/07/11 12:00,99.91
973,2022/07/11 13:00,99.92
974,2022/07/11 14:00,99.87
975,2022/07/11 15:00,99.9
976,2022/07/11 16:00,99.9
977,2022/07/11 17:00,99.81
978,2022/07/11 18:00,99.8
979,2022/07/11 19:00,99.88
980,2022/07/11 20:00,99.85
981,2022/07/11 21:00,99.91
982,2022/07/11 22:00,99.86
983,2022/07/11 23:00,99.9
984,2022/07/12 00:00,99.26
985,2022/07/12 01:00,99.63
986,2022/07/12 02:00,99.78
987,2022/07/12 03:00,99.45
988,2022/07/12 04:00,99.71
989,2022/07/12 05:00,99.81
990,2022/07/12 06:00,99.57
991,2022/07/12 07:00,99.7
992,2022/07/12 08:00,99.88
993,2022/07/12 09:00,99.85
994,2022/07/12 10:00,99.82
995,2022/07/12 11:00,99.83
996,2022/07/12 12:00,99.83
997,2022/07/12 13:00,99.85
998,2022/07/12 14:00,99.86
999,2022/07/12 15:00,99.7
1000,2022/07/12 16:00,99.92
1001,2022/07/12 17:00,99.89
1002,2022/07/12 18:00,99.93
1003,2022/07/12 19:00,99.86
1004,2022/07/12 20:00,99.91
1005,2022/07/12 21:00,99.92
1006,2022/07/12 22:00,99.91
1007,2022/07/12 23:00,99.93
1008,2022/07/13 00:00,99.73
1009,2022/07/13 01:00,99.68
1010,2022/07/13 02:00,99.74
1011,2022/07/13 03:00,99.75
1012,2022/07/13 04:00,99.8
1013,2022/07/13 05:00,99.77
1014,2022/07/13 06:00,99.38
1015,2022/07/13 07:00,99.74
1016,2022/07/13 08:00,99.89
1017,2022/07/13 09:00,99.9
1018,2022/07/13 10:00,99.8
1019,2022/07/13 11:00,99.71
1020,2022/07/13 12:00,99.73
1021,2022/07/13 13:00,99.89
1022,2022/07/13 14:00,99.89
1023,2022/07/13 15:00,99.87
1024,2022/07/13 16:00,99.86
1025,2022/07/13 17:00,99.28
1026,2022/07/13 18:00,99.86
1027,2022/07/13 19:00,99.83
1028,2022/07/13 20:00,99.73
1029,2022/07/13 21:00,99.9
1030,2022/07/13 22:00,99.92
1031,2022/07/13 23:00,99.86
1032,2022/07/14 00:00,99.91
1033,2022/07/14 01:00,99.86
1034,2022/07/14 02:00,99.84
1035,2022/07/14 03:00,99.93
1036,2022/07/14 04:00,99.92
1037,2022/07/14 05:00,99.82
1038,2022/07/14 06:00,99.35
1039,2022/07/14 07:00,99.84
1040,2022/07/14 08:00,99.75
1041,2022/07/14 09:00,99.83
1042,2022/07/14 10:00,99.83
1043,2022/07/14 11:00,99.81
1044,2022/07/14 12:00,99.71
1045,2022/07/14 13:00,99.77
1046,2022/07/14 14:00,99.89
1047,2022/07/14 15:00,99.88
1048,2022/07/14 16:00,99.88
1049,2022/07/14 17:00,99.89
1050,2022/07/14 18:00,99.88
1051,2022/07/14 19:00,99.87
1052,2022/07/14 20:00,99.83
1053,2022/07/14 21:00,99.91
1054,2022/07/14 22:00,99.76
1055,2022/07/14 23:00,99.87
1056,2022/07/15 00:00,99.93
1057,2022/07/15 01:00,99.93
1058,2022/07/15 02:00,99.93
1059,2022/07/15 03:00,99.94
1060,2022/07/15 04:00,99.93
1061,2022/07/15 05:00,99.88
1062,2022/07/15 06:00,99.64
1063,2022/07/15 07:00,99.71
1064,2022/07/15 08:00,99.91
1065,2022/07/15 09:00,99.92
1066,2022/07/15 10:00,99.66
1067,2022/07/15 11:00,99.88
1068,2022/07/15 12:00,99.89
1069,2022/07/15 13:00,99.89
1070,2022/07/15 14:00,99.91
1071,2022/07/15 15:00,99.79
1072,2022/07/15 16:00,99.87
1073,2022/07/15 17:00,99.79
1074,2022/07/15 18:00,99.85
1075,2022/07/15 19:00,99.85
1076,2022/07/15 20:00,99.92
1077,2022/07/15 21:00,99.92
1078,2022/07/15 22:00,99.89
1079,2022/07/15 23:00,99.77
1080,2022/07/16 00:00,99.95
1081,2022/07/16 01:00,99.94
1082,2022/07/16 02:00,99.93
1083,2022/07/16 03:00,99.95
1084,2022/07/16 04:00,99.94
1085,2022/07/16 05:00,99.92
1086,2022/07/16 06:00,99.94
1087,2022/07/16 07:00,99.93
1088,2022/07/16 08:00,99.9
1089,2022/07/16 09:00,99.9
1090,2022/07/16 10:00,99.89
1091,2022/07/16 11:00,99.7
1092,2022/07/16 12:00,99.85
1093,2022/07/16 13:00,99.9
1094,2022/07/16 14:00,99.89
1095,2022/07/16 15:00,99.92
1096,2022/07/16 16:00,99.88
1097,2022/07/16 17:00,99.51
1098,2022/07/16 18:00,99.51
1099,2022/07/16 19:00,99.64
1100,2022/07/16 20:00,99.59
1101,2022/07/16 21:00,99.71
1102,2022/07/16 22:00,99.89
1103,2022/07/16 23:00,99.93
1104,2022/07/17 00:00,99.94
1105,2022/07/17 01:00,99.68
1106,2022/07/17 02:00,99.76
1107,2022/07/17 03:00,99.78
1108,2022/07/17 04:00,99.74
1109,2022/07/17 05:00,99.86
1110,2022/07/17 06:00,99.83
1111,2022/07/17 07:00,99.74
1112,2022/07/17 08:00,99.81
1113,2022/07/17 09:00,99.51
1114,2022/07/17 10:00,99.87
1115,2022/07/17 11:00,99.66
1116,2022/07/17 12:00,99.57
1117,2022/07/17 13:00,99.78
1118,2022/07/17 14:00,99.85
1119,2022/07/17 15:00,99.89
1120,2022/07/17 16:00,99.91
1121,2022/07/17 17:00,99.9
1122,2022/07/17 18:00,99.89
1123,2022/07/17 19:00,99.85
1124,2022/07/17 20:00,99.78
1125,2022/07/17 21:00,99.85
1126,2022/07/17 22:00,99.93
1127,2022/07/17 23:00,99.94
1128,2022/07/18 00:00,99.93
1129,2022/07/18 01:00,99.95
1130,2022/07/18 02:00,99.94
1131,2022/07/18 03:00,99.94
1132,2022/07/18 04:00,99.94
1133,2022/07/18 05:00,99.85
1134,2022/07/18 06:00,99.83
1135,2022/07/18 07:00,99.92
1136,2022/07/18 08:00,99.92
1137,2022/07/18 09:00,99.92
1138,2022/07/18 10:00,99.91
1139,2022/07/18 11:00,99.89
1140,2022/07/18 12:00,99.92
1141,2022/07/18 13:00,99.93
1142,2022/07/18 14:00,99.93
1143,2022/07/18 15:00,99.89
1144,2022/07/18 16:00,99.88
1145,2022/07/18 17:00,99.91
1146,2022/07/18 18:00,99.91
1147,2022/07/18 19:00,99.93
1148,2022/07/18 20:00,99.91
1149,2022/07/18 21:00,99.89
1150,2022/07/18 22:00,99.91
1151,2022/07/18 23:00,99.93
1152,2022/07/19 00:00,99.93
1153,2022/07/19 01:00,99.91
1154,2022/07/19 02:00,99.91
1155,2022/07/19 03:00,99.95
1156,2022/07/19 04:00,99.94
1157,2022/07/19 05:00,99.88
1158,2022/07/19 06:00,99.78
1159,2022/07/19 07:00,99.77
1160,2022/07/19 08:00,99.87
1161,2022/07/19 09:00,99.9
1162,2022/07/19 10:00,99.91
1163,2022/07/19 11:00,99.91
1164,2022/07/19 12:00,99.88
1165,2022/07/19 13:00,99.92
1166,2022/07/19 14:00,99.89
1167,2022/07/19 15:00,99.85
1168,2022/07/19 16:00,99.92
1169,2022/07/19 17:00,99.93
1170,2022/07/19 18:00,99.86
1171,2022/07/19 19:00,99.84
1172,2022/07/19 20:00,99.83
1173,2022/07/19 21:00,99.88
1174,2022/07/19 22:00,99.93
1175,2022/07/19 23:00,99.91
1176,2022/07/20 00:00,99.8
1177,2022/07/20 01:00,99.91
1178,2022/07/20 02:00,99.9
1179,2022/07/20 03:00,99.92
1180,2022/07/20 04:00,99.94
1181,2022/07/20 05:00,99.83
1182,2022/07/20 06:00,99.87
1183,2022/07/20 07:00,99.91
1184,2022/07/20 08:00,99.91
1185,2022/07/20 09:00,99.85
1186,2022/07/20 10:00,99.83
1187,2022/07/20 11:00,99.92
1188,2022/07/20 12:00,99.93
1189,2022/07/20 13:00,99.91
1190,2022/07/20 14:00,99.91
1191,2022/07/20 15:00,99.9
1192,2022/07/20 16:00,99.91
1193,2022/07/20 17:00,99.88
1194,2022/07/20 18:00,99.83
1195,2022/07/20 19:00,99.92
1196,2022/07/20 20:00,99.88
1197,2022/07/20 21:00,99.89
1198,2022/07/20 22:00,99.81
1199,2022/07/20 23:00,99.86
1200,2022/07/21 00:00,99.92
1201,2022/07/21 01:00,99.88
1202,2022/07/21 02:00,99.94
1203,2022/07/21 03:00,99.92
1204,2022/07/21 04:00,99.89
1205,2022/07/21 05:00,99.7
1206,2022/07/21 06:00,99.79
1207,2022/07/21 07:00,99.9
1208,2022/07/21 08:00,99.92
1209,2022/07/21 09:00,99.85
1210,2022/07/21 10:00,99.78
1211,2022/07/21 11:00,99.77
1212,2022/07/21 12:00,99.88
1213,2022/07/21 13:00,99.88
1214,2022/07/21 14:00,99.92
1215,2022/07/21 15:00,99.91
1216,2022/07/21 16:00,99.9
1217,2022/07/21 17:00,99.93
1218,2022/07/21 18:00,99.91
1219,2022/07/21 19:00,99.93
1220,2022/07/21 20:00,99.92
1221,2022/07/21 21:00,99.78
1222,2022/07/21 22:00,99.84
1223,2022/07/21 23:00,99.93
1224,2022/07/22 00:00,99.64
1225,2022/07/22 01:00,99.04
1226,2022/07/22 02:00,99.23
1227,2022/07/22 03:00,99.46
1228,2022/07/22 04:00,99.31
1229,2022/07/22 05:00,99.42
1230,2022/07/22 06:00,99.68
1231,2022/07/22 07:00,99.81
1232,2022/07/22 08:00,99.89
1233,2022/07/22 09:00,99.9
1234,2022/07/22 10:00,99.84
1235,2022/07/22 11:00,99.85
1236,2022/07/22 12:00,99.79
1237,2022/07/22 13:00,99.9
1238,2022/07/22 14:00,99.84
1239,2022/07/22 15:00,99.8
1240,2022/07/22 16:00,99.83
1241,2022/07/22 17:00,99.83
1242,2022/07/22 18:00,99.85
1243,2022/07/22 19:00,99.89
1244,2022/07/22 20:00,99.69
1245,2022/07/22 21:00,99.73
1246,2022/07/22 22:00,99.8
1247,2022/07/22 23:00,99.9
1248,2022/07/23 00:00,99.75
1249,2022/07/23 01:00,99.71
1250,2022/07/23 02:00,99.48
1251,2022/07/23 03:00,99.85
1252,2022/07/23 04:00,99.6
1253,2022/07/23 05:00,99.63
1254,2022/07/23 06:00,99.61
1255,2022/07/23 07:00,99.78
1256,2022/07/23 08:00,99.9
1257,2022/07/23 09:00,99.82
1258,2022/07/23 10:00,99.9
1259,2022/07/23 11:00,99.86
1260,2022/07/23 12:00,99.75
1261,2022/07/23 13:00,99.63
1262,2022/07/23 14:00,99.89
1263,2022/07/23 15:00,99.91
1264,2022/07/23 16:00,99.86
1265,2022/07/23 17:00,99.79
1266,2022/07/23 18:00,99.85
1267,2022/07/23 19:00,99.83
1268,2022/07/23 20:00,99.8
1269,2022/07/23 21:00,99.79
1270,2022/07/23 22:00,99.77
1271,2022/07/23 23:00,99.75
1272,2022/07/24 00:00,99.76
1273,2022/07/24 01:00,99.86
1274,2022/07/24 02:00,99.87
1275,2022/07/24 03:00,99.9
1276,2022/07/24 04:00,99.95
1277,2022/07/24 05:00,99.85
1278,2022/07/24 06:00,99.71
1279,2022/07/24 07:00,99.68
1280,2022/07/24 08:00,99.73
1281,2022/07/24 09:00,99.79
1282,2022/07/24 10:00,99.83
1283,2022/07/24 11:00,99.58
1284,2022/07/24 12:00,99.51
1285,2022/07/24 13:00,99.59
1286,2022/07/24 14:00,99.9
1287,2022/07/24 15:00,99.87
1288,2022/07/24 16:00,99.89
1289,2022/07/24 17:00,99.6
1290,2022/07/24 18:00,99.29
1291,2022/07/24 19:00,99.54
1292,2022/07/24 20:00,99.75
1293,2022/07/24 21:00,99.74
1294,2022/07/24 22:00,99.87
1295,2022/07/24 23:00,99.94
1296,2022/07/25 00:00,99.94
1297,2022/07/25 01:00,99.93
1298,2022/07/25 02:00,99.94
1299,2022/07/25 03:00,99.95
1300,2022/07/25 04:00,99.65
1301,2022/07/25 05:00,99.85
1302,2022/07/25 06:00,99.77
1303,2022/07/25 07:00,99.78
1304,2022/07/25 08:00,99.92
1305,2022/07/25 09:00,99.86
1306,2022/07/25 10:00,99.9
1307,2022/07/25 11:00,99.89
1308,2022/07/25 12:00,99.89
1309,2022/07/25 13:00,99.87
1310,2022/07/25 14:00,99.87
1311,2022/07/25 15:00,99.83
1312,2022/07/25 16:00,99.91
